id,text,label
91,why won't my homescreen widget display all day events? this makes it really difficult to use,NEU
92,"The app is great, and I´ve started to use it rather than wunderlist. Just 3 stars because I don´t think the My Day section makes sense. Tasks flagged as to be done today, in others lists, should appear in My Day, as those are the tasks for Today, seems My Day only considers tasks added specifically to that list, and that makes it confusing and redundant, as in Planned, the right logic is applied, where you see planned tasks for today and ahead. Shouldn´t the same logic apply to the My Day window? Or I am doing something wrong?",NEU
93,"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!",NEG
94,"going out with my tita gi, sister and my beloved lola! Were going to treat her for dinner! Wohoo... So excited and hungry...",POS
95, I like all the songs  I can`t say just one guys! love ya,POS
96, Thanks for the link Geoff,POS
97,"Nice planner but you shouldn't have to pay to have ""week""view. I may not purchase now.",NEU
98,It's really confusing! Its hadd to make routines and stuff. Just over all really confusing. But over great way to track routines. I love the tag idea. Mabey you should add a default school tag?,NEU
99,has just bought attics to eden by madina lake  it`s totally AMAZING,POS
100, ack! I just read about your show  that`s horrible!!! No accounting for taste.,NEG
101," I know! I can barely believe it`s almost over! Thanks for the review, lovely!",POS
102, I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,NEU
103,_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,POS
104, you need to share the h/w love! Some of us are still rocking 2008`s gear.,POS
105,_n Where can I get some?,NEU
106,I used this calander app for years and found it to be excellent. But recently it started playing full page video ads making accessing information on the fly unreliable. I'm sure the paid version is still great but I cant recommend using this as a free calander app anymore.,NEG
107,The layout for the app is awesome. But it would be better if non-routine task can be added into the timeline with the same activity for routine task.,NEU
108,Watching twilight and eating potato salad.,NEU
109,installed the new modem which is meant to run 5 times faster than the old one and its slower  what the hell? gah slow internet kills me,NEG
110,My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,NEU
111," lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",NEG
112,Only 24hr option? no 12. Would be cool if you could color code the circles in the calendar date to that calendar that has an event for that day.,NEU
113,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,POS
114,"Full package for IDR 139000, got a 33% discount but still IDR 139000",NEU
115,Following _aisa These guys could be shifty but worth following regardless.,POS
116,"This task app is the only decent option I've found for combining tasks and calendar events into one scrollable widget. Tasks can be set to repeat from the date completed, which is essential for things like haircuts and cleaning schedules. Unfortunately, neither the app nor the widget (which is especially important) has many customization options. One option I would like, in particular, is the ability to hide the widget's title bar. Obviously color and display options would be nice, too.",NEU
117,_J think so.. although think i am being ignored! not a good day,NEG
118,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",POS
119,...definitely the first time I`ve felt alive again in years. Super happy,POS
120,Twitter stop being a **** and let me change my background image!  (imagine a shiny NHL ring in the background),NEG
121,I`m so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,POS
122,The best yet!,POS
123,Enjoyed last night at what I call 'real world social networking' -  LOK event in Vancouver.  It was great!.  But headeache today,NEU
124,looking forward to Ben`s baseball game tonight,NEU
125,"I have used Wunderlist for about 5 years, but now its being retired. I tested and tried 10+ apps since then, and none were that great. I stumbled upon TickTick, and wish I had started using it years ago. TickTick has much greater customization options, and does a great job of incentivizing completion of tasks via feedback. It has made my life much easier. I do wish the widget had options to change how it appears, the ""to dos"" do not have breaks between them.",POS
126, my friday feels boring too. no time for fun today and not so much in the mood for it either,NEG
127, no labels?  Sorry I know I`m really needy.,NEG
128,It's actually good but it doesn't have a feature where your task appears on your lockscreen that will remind you everytime you forgot something to do.,NEU
129," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",POS
130,Tedious and annoying to use. Went back to using Google Keep.,NEG
131, the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,NEG
132,  i would love to come visit you in Korea.. next flight that is under 100 i am there!,POS
133," that`s cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!",POS
134,big shout out to all my home girls you know who you are,NEU
135,_agwl Talking to whom? This `Shah Rukh Khan` is an imposter here... LOL! BTW thanx for the follow...,NEU
136,"Ok, first assesment of the #kindle2 ...it fucking rocks!!!",POS
137,"Hernia is hurting way more than usual tonight, no way I`m able to go out!",NEG
138,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,NEU
139,Heading to the U of Utah hospital. Have a great day everyone,POS
140, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,NEU
141,"It really helped dude, I have online school and since there is no teacher to scream at me I delay my work but never seem to do it. But thanks to this app I'm planning everything and I'm slowly getting back in track. Recommend to all students out there",POS
142, i know i suck.  my data plan is weak sauce.,NEG
143," Ouch! Sunburn`s bad! Hope it`s not to sore on your bedding, that`s always the problem.",NEG
144,The motivational messages are annoying. You can only track up to 5 habits in the free version but it is totally not worth paying for more. Good riddance. I suppo this kind of app is just not for me.,NEG
145," MANDY!!!  IT WON`T LET ME VOTE  I WANT HER TO WIN BUT I CAN`T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",NEU
146,the fact my room is so hot is making me feel sick,NEG
147, That`s just how babies are  Their little rhythms are still in sinc with when they were inutero.,NEU
148,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,POS
149,I just bought pro on my tablet 15 minutes ago and then installed Sectograph on my phone and it says I have to buy pro again. What the heck happened with syncing google accounts,NEG
150,Has got to look for a job this weekend,NEU
151,"Pros: this app is very similar to the functionality of Wunderlist and adds features I wanted. Free version is fully functional except for the limitation of 9 lists Cons: Some of the widget buttons are small and I am not a fan of subscription services for premium features (I would pay a one-time fee, even for each upgrade, but i absolutely won't subscribe)",POS
152,My cucumber has gone limp,NEG
153,"I like the concept... But it don't work. :( I am able to go on Facebook even if the tree is growing! Even now, I have a tree growing as I type. I really like the idea... but it don't work (on my phone).",NEU
154,can you add more than 2 hours?,NEU
155, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,NEG
156,My fingers hurt,NEG
157,I enrolled myself in beta version and gained almost 1000 coins. But after sometime the app stopped working properly! The start button won't work or the estimated time was almost 3 times. The I left the beta version and reinstalled the application. It's working fine now but I lost all the coin count and now I am back to square one! I was so upset! I love this application though! But please fix these bugs guys!,NEU
158,love it. Cant wait for it to do even more.,POS
159,"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her",NEU
160,On my way to dazzle bar!!,NEU
161,Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,POS
162,sun - where are you?,NEU
163,App has stopped opening,NEG
164,_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,POS
165," oh, sorry to hear about this too  sad",NEG
166, lol wat u making me come all da way overr there for?v,NEU
167,@ kbal24 I am sorry that you are feeling that way.,NEG
168,I love this app! Very easy to use and it phelps me to keep track of my progress. A+,POS
169, Dude you are awesome,POS
170," Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",POS
171,"Cool concept, but I don't have the attention span for it.",NEU
172,_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,POS
173,about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.,NEU
174,Why isn't this also an Android wear watchface?,NEU
175,"💩👎💩👎💩👎💩 👻☠️ IMPOSSIBLE TO DELETE LIST, OR SUB LISTS (TABS)!!! ☠️👻 REGRET v2.0 UPGRADE!! 👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎💩👎",NEG
176, I`ve missed one this year(!). It`s the forbidden fruit. Of all the trees in the garden I munch in disappointment on that one.,NEG
177,Desktop version is better,POS
178," Nothing, stayed home",NEU
179,Laying on my bed. ONE spot smells like vanilla.  awesome,POS
180, lol that was a great movie,POS
181,Work on notifications... Its the best though am happy,NEU
182,"No matter what I do, even setting 'no notifications' when creating event or task; they  continually pop up. Not happy with this feature.",NEU
183,_Bayliss Naww... when should we go on mega scotter?,NEU
184,"at the beginning was good but i wait two months later and the app keep putting back as not done reminders that i mark as done already and the other task that have date and mark as priority don't even showed me, if you can fix that ill stay with the app otherwise i will keep looking... sadly the only remid app that work good was the apple one but i don't have iphone anymore so? came on please make this one work",NEG
185,"App looks great. UI is wonderful and the feature it have , they all are useful. Only problem because of which I uninstalled the app was simple and basic features like recurring task creations are made premium. Switching to tick tick for the same reason.",NEU
186,Es muy útil para mantener las aplicaciones del celular cerradas mientras trabajas.,POS
187,Great app for tracking habits with tons of options! Only thing I can't seem to do is set a habit with a start date in the future. Is there a way to do this that I am missing? I'm a planner and like to set things up ahead of time. Otherwise it's fabulous!,POS
188,   I love you,POS
189, I KNOW! I love Nicholas Braun & I think he`ll make an okay Cameron but I don`t wanna see it either,POS
190,"Its a cool app but im afraid it doesnt all too well on my huawei p9 leica, it doesnt kill the plant when I switch apps, rendering the whole experience pointless, I followed all the setup instructions and forums but it still didnt work : (",NEU
191, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,POS
192," Good lord, man.   I recommend the Dark & Stormy at Casablanca.",POS
193," not so awesome now, huh? LOL",NEU
194,Now i`m fully awake,NEU
195,"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",POS
196,"Really nice overview, like the colors and how adjustable it is. Won't consider any other calendar app",POS
197,Oh. Now it doesn`t need updating all of a sudden. Ok. Will get dressed anyway,NEU
198,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,NEG
199, nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,NEG
200,"Will there ever be an update with an easier way to sync with other devices? I have spent so much time trying out todo apps with reminders and this is probably the best one ever, but I would really want to be able to manage it all across more than one device, such as with an autimatic periodic upload or one-touch sync button like in colornote. Thanks",POS
201,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",NEU
202,  OOh but you soon get to meet the dung mice!!,NEU
203,"Its perfect,I really recommend downloading it,it has the priority of your works,calendar,etc...thank you so much!it is so useful",POS
204,yankees won mets lost. its a good day.,POS
205,: Well that is just completely lame. I`m sorry dude.,NEG
206, why are you sad?,NEG
207,Sometimes knowledge is not a good thing.    http://digg.com/d1sPp7,NEG
208," - We drank ours away, May Day Bank Holiday today",NEU
209,wants to go home.,NEU
210, keep dreamin`!!!! Though.... if she does.... hook me up  LOL,NEU
211,i looked all cute too!,POS
212,Really helped me to level up my organizing and productivity! I wouldn't need all the premium features really tho.,POS
213,"Haha! just overheard on the us. 3 yrold to mom 'mom, I think I should learn to read today'",NEU
214, morning David have a safe journey and enjoy your time in the states  ****,POS
215,i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they`re okay.,NEG
216,Two day hangover,NEU
217,"Works great, but when I start creating events and switch to a different app and go back to Business Calendar, they disappear. Also, very limited, unsearchable collection of emojis. No statistics on events, too. Would also love to see goal tracking. Needs prioritizements of tasks. Also, no option to find a time for an event.",NEU
218,"he switches off his cellphone!! huaaaaa, i cant sleep  buzz me bebe..",NEG
219,"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",NEU
220,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,NEU
221,Long to-do list. Little desire to do it all.,NEG
222,"sociology is done, english and biology left... i`m going to DIE",NEG
223,Forcing to open Microsoft account even when we are providing mobile number or another email account I don't understand if it is very good app and useful then I will open account,NEG
224,learn to fly higher...!  http://tinyurl.com/30tools,POS
225, I was going to hidden-file it and you`re thinking about youtube? SO NOTT! Lol. Hey put the phone down and more swimming,NEU
226, hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol,NEU
227,I love this for lists. Currently I am using it to keep track if my school work while over this school break!,POS
228,"4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become.",NEG
229,"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",NEU
230, 7pm? So early. Dat`s 4pm my time.,NEU
231,useful for organizing the activities of the day but don't have setting on sound to notify the time of activity,NEG
232,"I loved this app when I tried the free version, the side tabs and all. It felt like a planner. Then I open it up and it must've updated because the looks changed, no side tabs. So I paid for the pro version to get more out of it. Nothing has changes, I go to landscape view and it won't scroll. It's glitch to. I have paid the $4.99 and it keeps telling me to upgrade. I've already paid!!! I emailed you guys and still haven't heard any support a week later. So my advice to you all, keep your $5.",NEG
233,"The program is very good on my old phone(galaxy note 4), but notifications don't work on the new one(redmi note 8 pro). I hope you will fix them. Thanks",NEG
234,_30439 I really wish I could go!,POS
235,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,NEU
236,"Every time I pay off my library fine, I get a new one.  I`m a bad patron",NEG
237,Excellent product!! I think this is the third time I am editing my review for this app. That's mainly because the app popped up the review request while I was planning my tasks. I should feel like I was interrupted right? No I wasn't. This app is helping me for several years I even forgot when I started using it. And I just can't stress enough how much I like it. Fantastic work guys!,POS
238,"It is a good idea, but it's not really easy to use.. in fact it's quite complicated :/ I bought premium because they advertised I could set schedules per day, and I can, but not how I had hoped. I recommend to make it simpler by allowing the user to toggle days per schedule in the routine editor, and additionally make any small changes in each individual day.",NEG
239,"I downloaded this app on my tablet long time ago (full version) and recently also downloaded it on my phone as I don't bring my tablet with me all the time. I only use the ""task"" function, because  my  calendar events do not sync properly (I haven't fpnd the sync button on my phone...) and another not so funny thing for me: I am using the same account for both devices, BUT I can't use the full version on my phone (I get a message that I need to buy it (???)...) that's why I need to use my tablet (with the full version on it) if I want to add something.",NEU
240,complicated,NEG
241, that was delicious! lets have a walk sometimes with you and your hubby.. and others! me misses you,NEU
242,the app and widɡet are very ɡood. Will change to 5 start when I can be able to add task using google assistant.,NEU
243, wish u was in the D!,POS
244,random night of fun  now im chillin at home.. happy mothers day!,POS
245,Have a headache  I`m going to bed. Goodnight!,NEG
246,u ever have a friend that u just wonder why are we friends? i know what you get from me but i`m questioning what i`m getting from u.,NEU
247," thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",NEU
248, It wasn`t loading.,NEU
249,Chilling out....now the boys have gone  Time To Relax,POS
250,haha so bored...but happy mothers day!,NEU
251,I only have 2 more seasons of X-Files to watch,NEU
252, oh my... now im offended.  ha,NEG
253,NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,NEG
254,"Love it. Exactly what I was looking for. Nice looking, very functional, and it can go on my homescreen with check boxes. 10/10",POS
255,Can't use it without registering with your email address. Immediate uninstall.,NEG
256," need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",POS
257,http://twitpic.com/4jcfg - About to cycle within this quarry on Shipley glen near Baildon moor before heading back through the woods,NEU
258, what?? can`t believe it,NEG
259,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",NEU
260,Can`t paint anymore because of the light,NEU
261,I run multiple businesses and so far this has helped me organize my days tremendously. A lot of initial decisions had to be made about where I want things and that took a while but now I'm really glad I took the time to do it because it's all coming together and actually relieving some stress. Hopefully I can come back and add the 5th star after I've had more time using it!,POS
262,Math review. Im going to fail the exam.,NEG
263,omgoodness FINALLY back from dinner with the fam bam!,POS
264,Want upgraded version even to set the duration . Pathetic app.,NEG
265,nice weather..looks like its going to rain here in # Delhi.,POS
266, Where DO you get all those wonderful toys?,POS
267," and if you want to leaveeeee I can guranteee, you won`t find nobody, else like meeee",NEG
268,My last full day of even day classes. I`m a little sad,NEG
269,They`re gone.,NEG
270,http://twitpic.com/4wr8k - Ashley Tisdale - Love the shades girl,NEU
271,_crisis deathmatch? I don`t have that game. Plus.... I`m not really good at any games  lol,NEG
272,wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!,POS
273,"App friezes when changing plant offline,fix needed",NEU
274,I can`t upload a picture. Everything`s too big,NEG
275,"Great, premium allows for more alarms and reminders . But I don't have premium so that sucks.",POS
276,Tryin to figure out how to direct message and is gettin frustrated,NEG
277,"I paid for the Premium version and had expected it to work. Unfortunately, I've been missing quite a few reminders because somehow they stopped working. The notifications didn't show at all. If this problem persists, I want to cancel my monthly subscription.",NEU
278,This is great!  I just found out that it`s Star Wars Day.       'May the 4th' be with you!  Have you hugged your Ewok today?,POS
279,thanks to  for becoming a follower,POS
280, gut,NEU
281," wow, I see a Mr.B obsession in you!!",POS
282,pomo timer is still glitchy.,NEU
283,Love this app Can guys add this features please 1. Task priority tag (red for important) 2. More notifications options ( sometimes a single clicking sound is not enough wish you add alarm settings) Thanks,POS
284, http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,POS
285,Well hopefully I`ll see you both   at the conference,POS
286,"What a dreary, rainy, crappy day.",NEG
287, - all is fine  thanks! you guys dont have any quakes there?,POS
288,"'Bad words are a crutch, they lead to tattoos and peircings!'  Hahahaha!",NEU
289,found six great vegan places to eat and relax at; four of which I can`t get to without a car,NEU
290,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,NEG
291,Cut my thumb with the saw in small metals   again...,NEG
292,"Do you have plans to support Office 365 and outlook calendars directly.   Currently, I am syncing my calendars to Google but it's not a pleasant experience as the sync keeps failing on one or other calendar.    Due to this reason, I am stopping sectograph and moving to outlook widget :-(  For those who are on google calendar, it's an excellent app and the developer support is awesome.   I'm rating 4 only for the dependency on google calendar.",POS
293,"Love it! Lets you make multiple lists and lets you move items up and down to prioritize. Most useful out of several ""to-do list"" apps I've tried.",POS
294,"Great Concept but executed poorly. I added 2 events between 6.30am and 9.30 but when I tried adding one for 10.30am it would let me, saying it overlapped with another event which it did not. I even checked my calendar and nothing was there for that time. It's now 11.42am, I tried adding an event for 3.30pm and it said its saved but hasn't showed on the clock or anything so it's pretty useless at this point.",NEG
295,"battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",NEG
296, i lurveeeeee you,POS
297," bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",NEG
298,i woke him up in the end. Got bored.,NEG
299,it keeps bugging out whenever i try to do anything. it wont stop doing ghe tutorial and wont ket me delete tast and stuff.,NEG
300, I give it 2 snaps down  how`s work going?,NEU
301,"I couldn't change the language of this software, I tried it again and again, but the language didn't change.",POS
302,"I`m a bit late, but the new twitterific interface for the iPhone is very cool, oh and Richie and Lauren on their engagement",POS
303,Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,NEU
304,...Nomore adventure time,NEG
305,gonna get a tan. i am so white,NEG
306,no watching The Night At The Museum. Getting Really Good,POS
307,I don`t feel so good after eating all that food  ugh.,NEG
308,Very nice app,POS
309,Long night ahead.,NEG
310,just had steamed fish w/ oyster sauce,NEU
311, apparently were not as good as the Brazillians tho`,NEG
312,has plopped TWICE! TWICE!  http://plurk.com/p/svs0y,NEG
313, Thanx sis I`ll b sure to let them know how many people r praying w/them...,POS
314,This porridge tastes ****! I cba with today man.,NEG
315,it was t4 i think hannah  ****,NEU
316," Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",NEG
317,"Nine o`clock on a Sunday morning - Outside, sat around the table enjoying the early rays of sun, reading Twitter article in Sunday Times",POS
318,Happy mother`s day everyone! still playing pet society!,POS
319, And I fell asleep 10 minutes into the Saget roast.,NEU
320,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",POS
321,annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.,NEG
322,Great app. I would rate it a 5 but there's an error where my completed tasks becomes unchecked constantly causing it to keep on becoming an unfinished task and it's annoying.,POS
323, follow her shes lonelyyyy,NEU
324,in class sick and hungry,NEG
325,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,NEG
326," nuuuuu, i totally love may, it`s the best for me cos i was born in may",POS
327,had a great night with friends,POS
328,"Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?",POS
329,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,NEG
330," Sorry, that was a bit negative!",NEG
331,"Exactly what i was looking for, a way to set up and visualize my weekly routine",POS
332,"Lately, doesn't sync between web app and Android reminders well. Still a nice app, but that is an inconvenience.",NEU
333," hahaha, yes, our discussions always seem to jump around randomly",NEU
334, I work for Disney...not all it`s cracked up ta be.,NEG
335,Helpful.. helped me to stay on top of things. As a mom with school. This app makes stay on top,POS
336,I am trying to figure out how to use Twitter,POS
337," In France it was last Friday and also the coming one, we are working",NEU
338," you don`t even care about there, their, and they`re.",NEU
339,Should have an option to add reminders. it only displays events,NEG
340,I never thought falling in love can cause so much pain...  good thing that I`m so over that phase!,NEU
341,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,POS
342,Good! luck you! I want new shoes  Ly x,POS
343,"Decent app. Works like intended but does have bugs for the extra ""game"" part of it. constantly have to close and reopen the app because the loading bar never really loads, or white screens. Another thing is I dont think we should be paying 3 gems to change our class. I accidently chose a class when I upgraded enough, and I thought I was fine as the bottom said you can change a class later, except it didnt say we needed 3 gems to do it. I dont usually get that many gems unless i buy them.",NEU
344,"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",POS
345,French isn`t meant to be taught to asians,NEU
346,"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",NEG
